,Unnamed: 0,sentence,label
98,98,"The changes to the policy statement that we made over the past few FOMC meetings bring our policy guidance in line with the new framework outlined in the revised Statement on Longer-Run Goals and Monetary Policy Strategy that the Committee approved last August.4 In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.""","This sentence is dovish because it indicates a shift in policy towards prioritizing employment levels over inflation control, suggesting a more accommodative monetary policy stance."
99,99,"Their key finding, illustrated in figure 3, is that Federal Reserve policy rate surprises attributed to stronger U.S. growth generally have only moderate spillovers to EM financial conditions, whereas U.S. policy rate changes attributed to U.S. inflationary pressures trigger more substantial spillovers to EM financial conditions.","This sentence is neutral because it simply presents research findings about the impact of US monetary policy on emerging markets without expressing any personal opinion, endorsement, or criticism of the policy."
100,100,"In the 1988-90 period, the behavior of crude oil prices, unemployment, and the exchange rate were not especially surprising or anomalous.",This sentence is neutral because it simply states facts about the economic conditions during a specific period without expressing any judgment or opinion about US monetary policy.
101,101,"As its name implies, this rule does not prescribe a particular level of the federal funds rate at a given time but rather how the existing rate should change from quarter to quarter based on two gaps--the difference between inflation and its desired level as well as the difference between the unemployment rate and its longer-run normal level.20 In contrast to the other two rules, the change rule does not take a stand on the value of the longer-run neutral level of the real federal funds rate, thus avoiding a potential source of error.","This sentence is neutral because it simply describes how a specific rule functions in relation to US monetary policy, without expressing any judgment, approval, or disapproval of the policy or its effects."
102,102,"It was generally agreed that developments relating to energy would continue to exert upward pressure on prices over the near term, including the passthrough or indirect effects of higher oil prices on core measures of inflation.","This sentence is hawkish because it suggests an expectation of rising inflation due to energy developments and higher oil prices, which could lead to tighter monetary policy to control inflation."
103,103,"Inflation compensation for 2007 declined modestly, perhaps reflecting the further drop in spot energy prices, but was largely unchanged at longer maturities.","This sentence is neutral because it simply presents factual information about inflation compensation and energy prices in 2007 without expressing any personal opinion, judgement, or bias towards US monetary policy."
104,104,"We are quite aware that very low interest rates, particularly for a protracted period, do have costs for a lot of people.","This sentence is hawkish because it suggests a concern about the negative impacts of low interest rates, implying a preference for higher rates, which is a characteristic of a hawkish monetary policy stance."
105,105,But I have seen little direct evidence on the extent to which globalization may have boosted aggregate productivity growth in the United States in recent years.,"This sentence is neutral because it neither supports nor criticizes US monetary policy, but simply states a lack of direct evidence regarding the impact of globalization on US productivity growth."
106,106,The central tendency of the unemployment rate projections is slightly lower than in the March projections and now stands at 6.0 to 6.1 percent at the end of this year.,"This sentence is dovish because it suggests a preference for lower unemployment rates, even at the risk of higher inflation, indicating a more expansionary or accommodative monetary policy stance."
107,107,The staff viewed the extent of uncertainty around its June projections for real GDP growth and the unemployment rate as roughly in line with the average over the past 20 years.,"This sentence is neutral because it simply presents a factual observation about the uncertainty of economic projections, without expressing any judgment, approval, or disapproval of US monetary policy."
108,108,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.","This sentence is neutral because it simply explains a principle of monetary policy without expressing any personal opinion, endorsement, or criticism of the policy or its outcomes. It is purely informative and factual."
109,109,"In December 1996, before my time at the Board, John Campbell of Harvard and Robert Shiller of Yale made a presentation at the Fed, in which they used dividend-price ratios and related measures to argue that the stock market was overvalued.","This sentence is neutral because it simply recounts a historical event and the arguments made by two economists, without expressing any personal opinion or bias towards US monetary policy."
110,110,Another clear attempt at political interference emerged in February 1988 when an undersecretary of the Treasury sent a letter to Federal Reserve officials urging them to ease monetary policy.,This sentence is neutral because it simply states a historical fact about an event related to US monetary policy without expressing any personal opinion or bias towards the event.
111,111,"However, with longer-term interest rates already very low, there did not appear to be a need for enhanced forward guidance at this juncture or much scope for forward guidance to put additional downward pressure on yields.",This sentence is neutral because it neither supports nor criticizes the US monetary policy. It simply states a fact about the current situation of long-term interest rates and the potential impact of forward guidance.
112,112,"But also we want to see inflation move up back to our 2 percent objective over the medium term, and so seeing above-trend growth and continuing tightness—greater tightness in labor and product markets—I think that will help us achieve our objective as well with respect to inflation.","This sentence is dovish because it suggests a willingness to tolerate higher inflation and above-trend growth, indicating a preference for looser monetary policy to stimulate economic activity."
113,113,"So I, you know, I’m—I feel quite comfortable that we can—in particular, that we can raise interest rates at the appropriate time, even if the balance sheet remains large for an extended period.","This sentence is hawkish because it suggests a willingness to raise interest rates, a strategy typically employed to curb inflation and slow economic growth, even if the balance sheet remains large, indicating a more aggressive stance on monetary policy."
114,114,"Given the pressure of a considerable amount of unused resources, any adverse developments that held down economic expansion would increase the probability of further disinflation.","This sentence is dovish because it suggests a preference for policies that stimulate economic growth and combat disinflation, typically through lower interest rates, even in the face of unused resources."
115,115,"Put another way, the FOMC could have ""preemptively"" tightened monetary policy, based on forecasts, but recognizing the uncertainties about empirical relationships chose not to do so.",This sentence is neutral because it simply presents a hypothetical scenario about the FOMC's decision on monetary policy without expressing any judgment or personal opinion on whether this decision was right or wrong.
116,116,These participants concluded that the Committee should wait to take another step in removing accommodation until the data on economic activity provided a greater level of confidence that economic growth was strong enough to withstand a possible downward shock to demand.,"This sentence is dovish because it suggests a preference for maintaining lower interest rates until there is stronger evidence of economic growth, reflecting a cautious approach to tightening monetary policy."
117,117,"To this end, the new statement conveys the Committee's judgment that, in order to anchor expectations at the 2 percent level consistent with price stability, it ""seeks to achieve inflation that averages 2 percent over time,"" andâ€”in the same sentenceâ€”that therefore ""following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.""","This sentence is dovish because it suggests a willingness to allow inflation to run above the target level of 2% for a period of time, implying a more accommodative monetary policy stance."
118,118,Members agreed to continue to monitor inflation developments closely.,"This sentence is neutral because it does not express any opinion, judgement, or bias about US monetary policy. It simply states that members will continue to observe inflation developments, without suggesting any specific action or stance."
119,119,"In contrast, M3 growth slowed considerably in April after a robust March advance.","This sentence is neutral because it simply presents factual information about the changes in M3 growth without expressing any personal opinion, judgement, or bias towards US monetary policy."
120,120,"So tonight, I would like to take a few minutes to put this action in the broad context of the Fed’s mandate to promote the stable financial environment that will encourage economic growth.","This sentence is hawkish because it suggests a focus on promoting a stable financial environment, which often implies tightening monetary policy to prevent inflation, rather than prioritizing economic growth."
121,121,The unemployment rate was 3.5 percent in February and has been at or near half-century lows for almost two years.,"This sentence is neutral because it simply states factual information about the unemployment rate without expressing any opinion, judgement, or bias towards US monetary policy."
122,122,"What they have had is low unemployment, lots of social problems.",This sentence is neutral because it does not express any positive or negative opinion about US monetary policy. It merely states facts about unemployment and social problems without attributing them to any specific policy.
123,123,This is a tangible recent example of the need both to judge how the equilibrium real interest rate that is relevant for policy might have changed from a perceived long-run level and to set policy against the background of such an understanding.,"This sentence is neutral because it does not express any personal opinion, bias, or favoritism towards any particular monetary policy. It simply states the necessity of understanding and adjusting to changes in the equilibrium real interest rate for policy setting."
124,124,"In contrast, changes in inflation rates in some services categories, such as shelter costs, tend to be more persistent.","This sentence is neutral because it simply presents a factual observation about the behavior of inflation rates in certain service categories, without expressing any judgment or opinion on US monetary policy."
125,125,"Well, if the economy worsens and inflation remains relatively low, then we wouldn’t begin to exit, and, therefore, we wouldn’t change the language.","This sentence is dovish because it suggests a preference for maintaining low interest rates and continuing monetary stimulus, even in the face of a worsening economy, as long as inflation remains low."
126,126,"Over time, spot prices are inexorably drawn back to the long-term equilibrium price, as the balance between underlying supply and demand is restored.","This sentence is neutral because it does not express any opinion or judgement about US monetary policy. Instead, it simply describes a general economic principle about the relationship between supply, demand, and price."
127,127,"It was noted, however, that increases in compensation that exceeded productivity gains might be absorbed to some extent by a narrowing of firms’ high profit margins.","This sentence is hawkish because it suggests a potential increase in inflation (through increased compensation exceeding productivity gains) which could lead to tighter monetary policy to control inflation, a typical hawkish stance."
128,128,"Second, the correction in equity prices points to a downward revision to consumer spending and to business fixed investment and residential construction as well.","This sentence is dovish because it suggests a negative outlook on the economy, implying a need for lower interest rates or other expansionary monetary policies to stimulate consumer spending and investment."
129,129,"With energy price increases expected to slow next year, total PCE inflation was seen as likely to fall back in line with core inflation by the end of 2011, as in previous projections.","This sentence is neutral because it simply presents a prediction about inflation based on expected energy price trends, without expressing any judgment or opinion about US monetary policy."
130,130,"Broad stock price indexes rose, on net, over the intermeeting period, boosted in part by favorable earnings reports from the retail sector.",This sentence is neutral because it simply reports factual information about stock price indexes and earnings reports without expressing any opinion or judgment about US monetary policy.
131,131,"If we don’t see the improvement that’s projected in the baseline outlook, that the June 18, 2014 opposite would be true and the pace of the timing and pace of interest rate increases would be Chair Yellen’s Press Conference FINAL later and more gradual.","This sentence is neutral because it does not express a personal opinion or bias towards US monetary policy. Instead, it simply states a potential outcome based on certain conditions, without advocating for or against it."
132,132,"Some members expressed a concern that in this context any further adverse shocks could have disproportionate effects, resulting in a significant slowing in growth going forward.","This sentence is dovish because it suggests a preference for maintaining lower interest rates to avoid potential negative impacts on economic growth, which is a characteristic of a dovish monetary policy stance."
133,133,"Spreads on risky private-sector debt reached very low levels, and damaging spillovers to the nonfinancial sector occurred in the form of unduly high real estate prices and excessive leverage by borrowers in the housing market.","This sentence is hawkish because it suggests a tightening of monetary policy is needed to prevent excessive risk-taking and financial instability, such as overpriced real estate and high levels of borrowing."
134,134,"Ensuring that every American has the chance to improve his or her economic circumstances through hard work, saving, entrepreneurship, and other productive activities is essential for building healthy communities and achieving sustainable economic growth.","This sentence is neutral because it does not express a specific opinion or favor any particular monetary policy. Instead, it emphasizes the importance of economic opportunity for all Americans, a principle that is generally agreed upon across different policy perspectives."
135,135,"In furtherance of these objectives, the Committee reaffirmed at its meeting in June the ranges it had established in February for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.","This sentence is neutral because it simply reports on the actions of the Committee without expressing any personal opinion, judgement, or bias about the effectiveness or appropriateness of the established growth ranges."
136,136,"Operating Strategies and the FOMC Meeting Now that we appreciate the challenging nature of monetary policy, we are ready to develop a strategy for implementing open market operations.","This sentence is neutral because it does not express any opinion, positive or negative, about US monetary policy. Instead, it simply discusses the process of developing a strategy for implementing open market operations."
137,137,"On the one hand, an inverted yield curve could indicate an increased risk of recession; on the other hand, the low level of term premiums in recent years--reflecting, in part, central bank asset purchases--could temper the reliability of the slope of the yield curve as an indicator of future economic activity.","This sentence is dovish because it suggests that despite potential signs of a recession (inverted yield curve), the impact of central bank actions (asset purchases) could mitigate these risks, implying a preference for maintaining lower interest rates."
138,138,"The Committee directs the Desk to purchase agency debt, agency MBS, and longer-term Treasury securities during the intermeeting period with the aim of providing support to private credit markets and economic activity.","This sentence is dovish because it suggests an expansionary monetary policy, with the Committee directing purchases of debt and securities to stimulate economic activity and support private credit markets."
139,139,But is it really true that prices are more responsive to productivity than wages?,"This sentence is neutral because it does not express a positive or negative opinion about US monetary policy. Instead, it poses a question about the relationship between prices, productivity, and wages, without advocating for a specific policy or viewpoint."
140,140,"In the household sector, the rise in home mortgage debt likely slowed a bit further in the first quarter, as home-price appreciation appeared to have remained sluggish.","This sentence is neutral because it simply presents factual information about the household sector, home mortgage debt, and home-price appreciation without expressing any personal opinion, judgment, or bias towards US monetary policy."
141,141,"In the past, a reasonable goal might have been to maintain a zero deficit in our on-budget accounts--those accounts that exclude the Social Security and Medicare surplus--and to begin a serious discussion of reforms to Social Security and Medicare to bring them closer into actuarial balance.","This sentence is neutral because it simply states a historical perspective on a potential goal and suggests a discussion about reforms, without expressing any personal opinion or bias towards US monetary policy."
142,142,"These members indicated that the economic outlook remained positive and that they anticipated, under an unchanged policy stance, continued strong labor market conditions and solid growth in activity, with inflation gradually moving up to the Committee's 2 percent objective.","This sentence is neutral because it simply reports on the members' positive economic outlook and expectations under the current policy, without expressing any personal opinion, endorsement, or criticism of the US monetary policy."
143,143,Some participants judged that a less accommodative future stance of policy would likely be warranted and that the Committee should convey a strong commitment to address elevated inflation pressures.,"This sentence is hawkish because it suggests a preference for tighter monetary policy, including potential interest rate hikes, to combat inflation, rather than a more accommodative policy that would stimulate economic growth."
144,144,"However, it is not yet clear how high we will need to raise the federal funds rate and how much time will pass before we begin to see inflation moving back down in a consistent and lasting way.","This sentence is hawkish because it suggests an inclination towards increasing the federal funds rate, a move typically associated with reducing inflation and slowing economic activity, which are key characteristics of a hawkish monetary policy stance."
145,145,And—but inflation expectations did not move strongly down here in the United States.,"This sentence is hawkish because it suggests that inflation is not expected to decrease significantly, implying a potential need for tighter monetary policy to prevent the economy from overheating."
146,146,But there’s also a role for monetary policy.,"This sentence is neutral because it simply states that monetary policy has a role, without expressing any positive or negative opinion about its effectiveness, appropriateness, or implementation in the US."
147,147,"So, as I mentioned, we’re going to be looking at all of those things: activity, labor market, inflation.","This sentence is neutral because it does not express any opinion, judgement, or bias towards US monetary policy. It simply states that various economic indicators will be examined."
148,148,"The corresponding depreciation in other countries currencies will result in a gradual increase in the foreign currency price of U.S. exports, compared to the prices of foreign produced goods.","This sentence is dovish because it suggests a preference for policies that weaken the U.S. dollar to boost exports, typically associated with lower interest rates and increased money supply."
149,149,"It was to do with, you know, strong monetary policy and fiscal stimulus into an economy that was recovering rapidly, and in which there were these supply-side barriers which effectively led to, you know, in certain parts of the economy, what you might call a vertical supply curve.","This sentence is hawkish because it suggests a preference for strong monetary policy and fiscal stimulus, implying a tightening of monetary policy to combat potential inflation in a rapidly recovering economy with supply-side barriers."
150,150,"Inflation had been subdued, even though the prices of some key commodities had increased recently.",This sentence is neutral because it simply states facts about inflation and commodity prices without expressing any judgment or opinion on US monetary policy.
151,151,"However, I can provide you with some insight into the way the FOMC functions and the impact of monetary policy on the U.S. and global economies.","This sentence is neutral because it does not express any personal opinion, judgement, or bias towards the US monetary policy. It merely offers to provide information about the FOMC's operations and the effects of monetary policy."
152,152,"Still, most members projected that over the next couple of years, the unemployment rate would remain quite elevated and the level of inflation would remain below rates consistent over the longer run with the Federal Reserve's objectives.","This sentence is dovish because it suggests that the Federal Reserve will likely maintain low interest rates to stimulate economic growth, due to projected high unemployment and low inflation, which are conditions that typically warrant a more accommodative monetary policy."
153,153,"Depository institutions continued to bid aggressively for 28-day funds at the Term Auction Facility (TAF) during the intermeeting period, and demand for funds was strong at both of the 84-day TAF auctions.","This sentence is dovish because it suggests that financial institutions are actively seeking funds, indicating a potential need for increased liquidity and lower interest rates, which are key aspects of a dovish monetary policy stance."
154,154,"Expectations of price increases over the near-term--specifically, over the next year--have, in fact, risen noticeably on the heels of the actual increase in inflation.","This sentence is hawkish because it suggests an expectation of rising inflation, which typically leads to tighter monetary policy, including higher interest rates, to keep inflation in check."
155,155,"Monetary Policy With that outlook in mind, let me turn to monetary policy.","This sentence is neutral because it does not express any opinion, judgement, or bias towards US monetary policy. It simply indicates a shift in topic to discuss monetary policy."
156,156,"In the residential real estate sector, home sales and construction had increased from very low levels, and house prices appeared to be stabilizing.",This sentence is neutral because it simply states facts about the residential real estate sector without expressing any opinion or judgement on US monetary policy.
157,157,"A number of global factors were seen as contributing to downward pressure on term premiums, including central bank asset purchase programs and the strong worldwide demand for safe assets.","This sentence is hawkish because it suggests that there are factors pushing down term premiums, which could lead to tighter monetary policy. The strong demand for safe assets indicates a potential shift towards risk aversion, often associated with higher interest rates."
158,158,"In preparation for the Federal Reserve's semiannual report to the Congress on the economy and monetary policy, the members of the Board of Governors and the presidents of the Federal Reserve Banks submitted individual projections of the growth of GDP, the rate of unemployment, and core consumer price inflation for the years 2006 and 2007.","This sentence is neutral because it simply states a factual occurrence without expressing any opinion, judgement, or bias about the US monetary policy or the projections made by the Federal Reserve."
159,159,"With respect to this particular part of the District, Jack may discuss Florida's citrus crop, the relative health of the tourism industry, and trends in Florida real estate prices.","This sentence is neutral because it does not express any opinion, positive or negative, about US monetary policy. It simply states topics that Jack may discuss, without endorsing or criticizing any particular policy or approach."
160,160,"Prices, interest rates, stock prices, and other signals produced by market economies to encourage the distribution of productive resources have no inherent moral content.","This sentence is neutral because it does not express any judgment, opinion, or preference about US monetary policy. It simply states a fact about market economies without advocating for or against any particular policy."
161,161,"The events of the last two years come on top of a huge expansion of global trade, competition and productive capacity--all of which have given American businesses less control over prices in the face of rising costs and benefited American consumers through low prices.","This sentence is neutral because it simply states facts about the impact of global trade, competition, and productive capacity on American businesses and consumers, without expressing any judgment or opinion on US monetary policy."
162,162,"However, waiting was an acceptable alternative given the favorable economic news and the persisting uncertainties surrounding the relationship of output to prices.","This sentence is neutral because it neither supports nor criticizes the US monetary policy, but simply presents a balanced view of the situation, acknowledging both positive economic news and ongoing uncertainties."
163,163,"Inflation had been subdued of late, although the recent increase in crude oil and gasoline prices would push up inflation temporarily.","This sentence is neutral because it simply states facts about inflation and the impact of oil and gasoline prices without expressing any personal opinion, judgement, or advocating for any specific monetary policy."
164,164,"Indeed, CPI inflation does appear to have become more sensitive to import prices over time, both in the United States and in other OECD countries (Pain, Koske, and Sollie, 2006).3 Can domestic monetary policy still control domestic interest rates and so stabilize both inflation and output?","This sentence is neutral because it presents a factual observation about CPI inflation and import prices, and then poses a question about the effectiveness of domestic monetary policy, without expressing a personal opinion or bias."
165,165,"So, with this coronavirus arriving, we judged that the—the net effects of this will be to—to have inflation move down even a little bit more.","This sentence is dovish because it suggests a decrease in inflation due to the coronavirus, implying a potential need for lower interest rates or increased monetary stimulus to boost economic activity."
166,166,"And inflation is moving—moving up, I think, toward our 2 percent objective.","This sentence is dovish because it suggests that the speaker is not concerned about inflation rising, implying a preference for lower interest rates to stimulate economic growth, even at the risk of higher inflation."
167,167,"Higher interest rates are working to temper demand and bring it into better alignment with supply, which is still constrained.","This sentence is hawkish because it supports higher interest rates, a policy tool used to slow down economic activity and control inflation, indicating a more aggressive stance on monetary policy."
168,168,We need to remember that in decades past it was believed that monetary policy was most effective when it was least transparent.,"This sentence is neutral because it does not express a personal opinion or take a stance on the effectiveness of current US monetary policy, but rather presents a historical perspective."
169,169,Risk sentiment abroad fluctuated over the intermeeting period as market participants weighed increasing coronavirus cases in a number of countries against improving economic data releases and ongoing fiscal and monetary policy support.,"This sentence is neutral because it does not express a positive or negative opinion about US monetary policy. Instead, it simply describes the factors that market participants are considering, including the impact of coronavirus cases and economic data on fiscal and monetary policy."
170,170,"The release this year and last of mortgage price data gathered under the Home Mortgage Disclosure Act (HMDA) has highlighted a different, but potentially related, concern about access to credit on equal terms.","This sentence is neutral because it simply states a fact about the release of mortgage price data and its potential implications, without expressing any personal opinion or bias towards US monetary policy."
171,171,"The guidance on asset purchases, introduced in December, commits us to increasing our holdings of securities at least at the current pace until substantial further progress has been made toward the Committee's maximum-employment and price-stability goals.","This sentence is dovish because it indicates a commitment to continue expanding the money supply, through asset purchases, until employment and inflation targets are met, suggesting a focus on stimulating economic growth over controlling inflation."
172,172,"However, it was noted that slower growth in productivity might have become the norm.","This sentence is neutral because it does not express a positive or negative opinion about US monetary policy, but merely states a possible observation about productivity growth."
173,173,"Nevertheless, the staff continued to forecast that real GDP growth would pick up only gradually in 2012 and 2013, supported by accommodative monetary policy, easing credit conditions, and improvements in consumer and business sentiment.","This sentence is dovish because it suggests a preference for lower interest rates to stimulate economic growth, indicated by the terms ""accommodative monetary policy"" and ""easing credit conditions""."
174,174,They also noted that even with this additional firming the risks were still weighted mainly in the direction of rising inflationary pressures.,"This sentence is hawkish because it suggests a preference for tighter monetary policy, or ""additional firming,"" to combat the perceived main risk of rising inflationary pressures."
175,175,"While a constant rate of money growth will not always be optimal, if money demand is sufficiently stable, and not particularly interest sensitive, it will pin down inflation in the long run and help smooth the business cycle in the short run.","This sentence is dovish because it suggests a preference for stable money growth and low inflation, rather than aggressive interest rate hikes, to manage the economy. This approach typically characterizes a dovish monetary policy stance."
176,176,"Some participants suggested that the persistently high level of unemployment reflected the impact of structural factors, including mismatches between the skills of the unemployed and the skills demanded in sectors in which jobs were currently available.","This sentence is neutral because it doesn't express any judgment or opinion about US monetary policy. Instead, it simply reports on a viewpoint held by some participants about unemployment and structural factors."
177,177,"The growth of domestic nonfinancial debt slowed in October (latest data), reflecting a larger further paydown of federal debt and a reduced pace of private borrowing.","This sentence is neutral because it simply presents factual information about the growth of domestic nonfinancial debt, federal debt paydown, and private borrowing pace without expressing any personal opinion, bias, or favor towards any particular monetary policy."
178,178,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,"This sentence is dovish because it suggests the Committee plans to maintain low interest rates until employment and inflation targets are met, indicating a focus on economic stimulation over controlling inflation."
179,179,"The pickup in demand had yet to materially narrow currently wide margins of idle labor and other resources, and these margins along with the uncertainties that still surrounded current forecasts of robust economic growth suggested that an accommodative monetary policy might remain desirable for a considerable period of time.","This sentence is dovish because it suggests that despite increased demand, there is still significant economic slack and uncertainty, implying that a more accommodative, or less aggressive, monetary policy may be needed for a longer period."
180,180,"In terms of missing on inflation, policymakers' projections looked very much like most of the public's.","This sentence is neutral because it simply states a fact about the similarity between policymakers' projections and public opinion, without expressing any judgment or opinion on the effectiveness or appropriateness of US monetary policy."
181,181,"Committee Policy Action In their discussion of monetary policy for the period ahead, Committee members agreed that the stance of monetary policy should not be changed at this meeting.","This sentence is neutral because it does not express any opinion or bias towards the current US monetary policy, but simply states that the committee members agreed not to make any changes at this time."
182,182,"Scholars disagree somewhat about the extent to which policymakers of the time tried actively to take advantage of this supposed tradeoff, but these ideas likely provided part of the intellectual rationale that made the authorities willing to allow inflation to rise throughout the 1960s and in the early 1970s.","This sentence is neutral because it does not express a personal opinion or bias towards US monetary policy. Instead, it objectively presents different scholarly views and historical context about inflation in the 1960s and early 1970s."
183,183,The contemplated reserve conditions are expected to be consistent with considerable moderation in the growth in M2 and M3 over coming months.,This sentence is neutral because it simply states an expectation about future monetary conditions without expressing any judgment or opinion about whether this is good or bad.
184,184,"Maintaining low inflation rates reduces the levels of future uncertainties and, hence, increases the scope of investment opportunities.","This sentence is hawkish because it advocates for low inflation rates, which is typically achieved through tighter monetary policy, including higher interest rates, to prevent the economy from overheating."
185,185,"The staff raised slightly its projection for inflation during the second half of this year, as the upward pressure on consumer prices from earlier increases in import and commodity prices was expected to persist a little longer than previously anticipated.","This sentence is hawkish because it suggests an expectation of higher inflation, which often leads to tighter monetary policy, including higher interest rates, to control inflation and stabilize the economy."
186,186,The Decline in Long-Term Interest Rates and the Role of Monetary Policy One of the most remarkable and fundamental changes in the global financial landscape over the past three decades has been the steady and significant decline in global sovereign bond yields.,"This sentence is dovish because it highlights a decrease in long-term interest rates, which is a monetary policy strategy typically used to stimulate economic growth, a key characteristic of a dovish stance."
187,187,"Admittedly, some of the wage increases is being eaten away by inflation.","This sentence is hawkish because it suggests a concern about rising inflation, which could lead to tighter monetary policy, such as increasing interest rates, to control inflation."
188,188,"PCE core is at about 2, and I think we see that, you know, the temporary increase in headline inflation as being a function of oil prices probably, and we expect inflation to go back down to 2 percent.","This sentence is hawkish because it suggests that the speaker expects inflation to decrease back to 2 percent, implying a potential tightening of monetary policy to combat higher inflation."
189,189,"To a considerable extent, however, any uptick in inflation expectations likely represented a reversal of anticipated declines in inflation earlier this year when economic prospects had seemed weaker and survey data did not confirm any increase in long-term inflation expectations.","This sentence is neutral because it neither supports nor criticizes US monetary policy. Instead, it objectively describes a situation related to inflation expectations, without expressing any personal or biased viewpoint."
190,190,Several members reiterated that business spending was the critical factor that would govern to a substantial degree the timing and extent of the acceleration in overall economic activity.,This sentence is neutral because it does not express any opinion or judgement about US monetary policy. It simply reports on the views of several members about the role of business spending in economic activity.
191,191,"In addition, coming to grips now with the outsized projected growth in entitlement spending in the early years of the next century could have a profound effect on current expectations of stability.","This sentence is hawkish because it suggests a proactive approach to controlling projected growth in entitlement spending, implying a preference for tighter fiscal policy to maintain economic stability."
192,192,"This modal projection for the path of the unemployment rate is, according to the Atlanta Fed jobs calculator, consistent with a rebound in labor force participation to its estimated demographic trend and is also consistent with cumulative employment gains this year and next that, by the end of 2022, eliminate the 7 million ""employment gap"" relative to the previous cycle peak I mentioned earlier.5 As is the case for GDP growth and the unemployment rate, my projections for headline and core PCE (personal consumption expenditures) inflation are also similar to the paths of the SEP median of modal projections for these variables.","This sentence is neutral because it simply presents factual information and projections about the US monetary policy without expressing any personal opinion, approval, or disapproval. It is purely analytical and based on data, not personal bias or sentiment."
193,193,"Conclusion The United States productivity growth spurt, realized to a much lesser extent around the world, can be attributed largely to a combination of an investment boom and a technological revolution.","This sentence is dovish because it suggests that economic growth is driven by factors like investment and technology, implying a preference for low interest rates to stimulate such growth, rather than tightening monetary policy to control inflation."
194,194,This automatically pushes up domestic interest rates to support the currency.,"This sentence is hawkish because it suggests a tightening of monetary policy through the increase of domestic interest rates, a strategy often used to combat inflation or over-heating in the economy."
195,195,"The challenge is to set a strategy that respects this uncertainty, takes advantages of opportunities for better performance, while mitigating the risks of overtaxing the limits of sustainable production and growth.","This sentence is neutral because it does not express a positive or negative opinion about US monetary policy, but rather discusses the challenges and considerations involved in setting a strategy."
196,196,"A couple of participants noted that uncertainties concerning both the level of, and the source of shifts in, potential output made it difficult to base decisions about monetary policy on real-time measures of the output gap.","This sentence is neutral because it does not express a personal opinion or bias towards US monetary policy. Instead, it objectively reports on the challenges faced by some participants in making decisions about monetary policy due to uncertainties."
197,197,"In the labor market, about half of the 22 million jobs that were lost in the spring have been restored, and the unemployment rate has fallen since April by nearly 7 percentage points to 7.9 percent as of September.","This sentence is dovish because it highlights improvements in the labor market, suggesting that there may not be a need for aggressive monetary policy actions like interest rate hikes to curb inflation."
198,198,"So, there has been impact through lower interest rates, but I think more broadly is the indirect effects.","This sentence is dovish because it suggests a preference for lower interest rates, a policy typically associated with economic stimulus and a dovish stance on monetary policy."
199,199,"In spite of having such slow growth, disappointing productivity growth, we have a labor market that last year generated an average of about 230,000 jobs a month and so far this year has been generating about 180,000 jobs a month.","This sentence is hawkish because it suggests that despite economic challenges, the labor market is still strong, implying that there may be room for tighter monetary policy, such as interest rate hikes, without harming employment."
